date,dam,rtm
2022-01-29 04:00:00,35.78,19.92
2022-01-29 05:00:00,45.22,20.78
2022-01-29 06:00:00,58.98,20.75
2022-01-29 07:00:00,66.71,20.83
2022-01-29 08:00:00,55.99,20.38
2022-01-29 09:00:00,43.88,20.75
2022-01-29 10:00:00,36.8,20.85
2022-01-29 11:00:00,33.07,20.81
2022-01-29 12:00:00,32.05,20.63
2022-01-29 13:00:00,29.03,20.56
2022-01-29 14:00:00,27.27,20.42
2022-01-29 15:00:00,27.1,20.33
2022-01-29 16:00:00,30.67,20.25
2022-01-29 17:00:00,65.76,20.76
2022-01-29 18:00:00,72.4,19.86
2022-01-29 19:00:00,43.22,19.04
2022-01-29 20:00:00,33.83,19.25
2022-01-29 21:00:00,33.03,18.98
2022-01-29 22:00:00,31.27,19.21
2022-01-29 23:00:00,27.2,14.8
2022-01-30 00:00:00,27.56,19.52
2022-01-30 01:00:00,26.74,22.54
2022-01-30 02:00:00,28.19,22.68
2022-01-30 03:00:00,31.26,22.83
2022-01-30 04:00:00,33.67,22.66
2022-01-30 05:00:00,36.18,22.88
2022-01-30 06:00:00,50.43,23.25
2022-01-30 07:00:00,67.47,22.74
2022-01-30 08:00:00,63.66,22.64
2022-01-30 09:00:00,45.0,21.17
2022-01-30 10:00:00,40.72,19.4
2022-01-30 11:00:00,33.52,22.51
2022-01-30 12:00:00,33.61,27.79
2022-01-30 13:00:00,29.59,24.07
2022-01-30 14:00:00,27.3,22.14
2022-01-30 15:00:00,27.31,20.97
2022-01-30 16:00:00,29.56,21.56
2022-01-30 17:00:00,53.4,21.65
2022-01-30 18:00:00,56.5,21.25
2022-01-30 19:00:00,41.99,21.03
2022-01-30 20:00:00,38.87,20.86
2022-01-30 21:00:00,33.11,20.94
2022-01-30 22:00:00,32.17,21.0
2022-01-30 23:00:00,28.69,20.93
2022-01-31 00:00:00,26.46,21.14
2022-01-31 01:00:00,22.0,20.84
2022-01-31 02:00:00,22.95,20.95
2022-01-31 03:00:00,27.68,20.95
2022-01-31 04:00:00,31.19,20.91
2022-01-31 05:00:00,41.56,20.92
2022-01-31 06:00:00,56.86,21.37
2022-01-31 07:00:00,71.03,21.04
2022-01-31 08:00:00,59.54,21.91
2022-01-31 09:00:00,43.38,21.95
2022-01-31 10:00:00,39.56,20.78
2022-01-31 11:00:00,36.02,22.13
2022-01-31 12:00:00,34.09,22.01
2022-01-31 13:00:00,30.74,22.11
2022-01-31 14:00:00,29.15,22.21
2022-01-31 15:00:00,28.99,22.19
2022-01-31 16:00:00,30.29,22.18
2022-01-31 17:00:00,81.55,22.51
2022-01-31 18:00:00,72.02,22.84
2022-01-31 19:00:00,38.55,24.9
2022-01-31 20:00:00,36.38,51.64
2022-01-31 21:00:00,31.88,51.31
2022-01-31 22:00:00,27.95,64.2
2022-01-31 23:00:00,25.05,361.14
